Iteration Report
Iteration,Op ID,Op Name,Direction,Op Type,Kernel Name,Device ID,GPU Start Time (ns),GPU Duration (ns),API Call Start (ns),API Call Time (ns),Uses TC,Grid X,Grid Y,Grid Z,Block X,Block Y,Block Z,Data Types,Input Shapes,Parameters,Output Shapes,Long Kernel Name
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_gcgemm_64x64_nt",0,7067948346,503778,7067209010,4540,no,26,2,17,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","ampere_gcgemm_64x64_nt"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_scudnn_128x64_relu_interior_nn_v1",0,7060196765,484194,7060190175,5190,no,832,2,1,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","ampere_scudnn_128x64_relu_interior_nn_v1"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_scudnn_128x64_relu_interior_nn_v1",0,7068757341,484482,7068749296,5400,no,832,2,1,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","ampere_scudnn_128x64_relu_interior_nn_v1"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",0,7060186525,3264,7060177305,11630,no,17,1,1,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void cask_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask_cudnn::ComputeOffsetsParams)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",0,7068749821,3200,7068739186,9110,no,17,1,1,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void cask_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask_cudnn::ComputeOffsetsParams)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","explicit_convolve_sgemm",0,7061299777,585730,7060867388,5280,no,1664,1,1,8,32,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void explicit_convolve_sgemm<float, int, (int)128, (int)6, (int)7, (int)3, (int)3, (int)5, (int)0, (bool)0>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, unsigned long long, int, unsigned long long, int, float, float, int, const T1 *, const T1 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_c2r_32",0,7068334299,111009,7067191001,4470,no,6656,1,1,32,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft1d_c2r_32<float2, float, float, (bool)0, (bool)1, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int, T2, T2, T3 *, T3 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_c2r_32",0,7068453756,89536,7067214350,4300,no,6656,1,1,32,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft1d_c2r_32<float2, float, float, (bool)0, (bool)1, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int, T2, T2, T3 *, T3 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",0,7067166295,21088,7067158011,6950,no,1024,1,1,32,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",0,7067178775,235937,7067168861,5130,no,13312,1,1,32,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",0,7067395384,233793,7067196191,5169,no,13312,1,1,32,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_64x64",0,7066797526,175968,7062130557,5030,no,3328,1,1,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft2d_c2r_64x64<float, (bool)0, (bool)1>(T1 *, float2 *, int, int, int, int, int, int, int, int, int, int, float, float, int, T1 *, T1 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_64x64",0,7062419910,898979,7062067777,5300,no,256,128,1,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft2d_r2c_64x64<float, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_64x64",0,7062094340,349889,7062073807,5040,no,256,26,1,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void fft2d_r2c_64x64<float, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","flip_filter",0,7062068324,27648,7062060088,6759,no,128,256,1,1,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","im2col4d_kernel",0,7060867520,431521,7060859199,7239,no,209,2,1,512,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensorStruct, const T1 *, T1 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,7058489975,647746,7058476770,11660,no,1664,1,1,8,32,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void implicit_convolve_sgemm<float, float, (int)128, (int)6, (int)7, (int)3, (int)3, (int)5, (int)1, (bool)0, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, const T1 *, kernel_conv_params, unsigned long long, int, float, float, int, const T2 *, const T2 *, bool, int, int)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,7059320506,647106,7059311663,7380,no,1664,1,1,8,32,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void implicit_convolve_sgemm<float, float, (int)128, (int)6, (int)7, (int)3, (int)3, (int)5, (int)1, (bool)0, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, const T1 *, kernel_conv_params, unsigned long long, int, float, float, int, const T2 *, const T2 *, bool, int, int)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","transpose_readWrite_alignment_kernel",0,7065054703,366689,7062085697,5430,no,104,66,1,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void transpose_readWrite_alignment_kernel<float2, float2, (int)1, (bool)0, (int)6, (int)4, (int)4>(cublasTransposeParams<T2>, const T1 *, T1 *, const T2 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","transpose_readWrite_alignment_kernel",0,7063322377,1762598,7062092287,4710,no,512,66,1,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void transpose_readWrite_alignment_kernel<float2, float2, (int)1, (bool)0, (int)6, (int)4, (int)4>(cublasTransposeParams<T2>, const T1 *, T1 *, const T2 *)"
0,"CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","transpose_readWrite_alignment_kernel",0,7066619189,176577,7062122047,4720,no,33,104,1,256,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","void transpose_readWrite_alignment_kernel<float2, float2, (int)1, (bool)0, (int)6, (int)4, (int)4>(cublasTransposeParams<T2>, const T1 *, T1 *, const T2 *)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_cgemm_64x32_tn",0,7180156825,1190917,7179061946,8180,no,4,1,544,128,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","ampere_cgemm_64x32_tn"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_gcgemm_64x64_nt",0,7181936480,743587,7181684652,8770,no,13,4,17,256,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","ampere_gcgemm_64x64_nt"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","explicit_convolve_sgemm",0,7178296690,559938,7178104925,6410,no,416,2,1,8,32,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void explicit_convolve_sgemm<float, int, (int)128, (int)6, (int)7, (int)3, (int)3, (int)5, (int)0, (bool)0>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, unsigned long long, int, unsigned long long, int, float, float, int, const T1 *, const T1 *)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_c2r_32",0,7182682498,89345,7181695452,7480,no,6656,1,1,32,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft1d_c2r_32<float2, float, float, (bool)0, (bool)1, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int, T2, T2, T3 *, T3 *)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",0,7181647359,69728,7181635743,11490,no,4096,1,1,32,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",0,7181706847,228129,7181657432,8220,no,13312,1,1,32,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_32x32",0,7181348542,90432,7179071996,6880,no,416,1,1,512,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,7179276982,878051,7179017457,7220,no,8192,1,1,512,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,7179115221,193729,7179025827,6750,no,832,1,1,512,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","flip_filter",0,7179016341,100608,7179006307,9630,no,256,512,1,1,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
0,"CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","im2col4d_kernel",0,7178104178,191744,7178094345,9290,no,53,3,1,512,1,1,float32,"<N:26, C:512, H:32, W:32>; <K:256, C:512, R:1, S:1>","","<N:26, K:256, P:32, Q:32>","void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensorStruct, const T1 *, T1 *)"
