All Iterations
Op ID,Op Name,Direction,Op Type,No. Calls,TC Eligible,Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns),Data Type,Stack Trace
"BATCH_NORM_104","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,385796,385796.0,385796,385796,5280,5280.0,5280,5280,372847,372847.0,372847,372847,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_105","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,515455,515455.0,515455,515455,19264,19264.0,19264,19264,502285,502285.0,502285,502285,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:92
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:53
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_106","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,395297,395297.0,395297,395297,5376,5376.0,5376,5376,381967,381967.0,381967,381967,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_107","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,394016,394016.0,394016,394016,19776,19776.0,19776,19776,380956,380956.0,380956,380956,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:92
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:53
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_108","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,386567,386567.0,386567,386567,5280,5280.0,5280,5280,373377,373377.0,373377,373377,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_109","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,391737,391737.0,391737,391737,20448,20448.0,20448,20448,378727,378727.0,378727,378727,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:92
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:53
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_11","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,406586,406586.0,406586,406586,175457,175457.0,175457,175457,392587,392587.0,392587,392587,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_110","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,385926,385926.0,385926,385926,5504,5504.0,5504,5504,369806,369806.0,369806,369806,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_111","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,395737,395737.0,395737,395737,21120,21120.0,21120,21120,382727,382727.0,382727,382727,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:92
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:53
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_112","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,384046,384046.0,384046,384046,5248,5248.0,5248,5248,370476,370476.0,370476,370476,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:94
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
"BATCH_NORM_113","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/batch_norm",fprop,"batch_norm",1,no,no,390167,390167.0,390167,390167,21952,21952.0,21952,21952,377337,377337.0,377337,377337,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:116
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
../stroke/brain-ct-pipeline/src/tumor_predict.py:46
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/container.py:139
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:127
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:92
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:53
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1056
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:167"
