Tensor Core Report
Op ID,Op Name,Direction,Op Type,Uses TC,Total GPU Time (ns),TC GPU Time (ns),Non-TC GPU Time (ns),TC Utilization (%),Total Kernel Count,TC Kernel Count,TC Kernel Names,Non-TC Kernel Count,Non-TC Kernel Names
"CONV2D_101","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,786976,14272,772704,1.8,13,1,"Kernel",12,"ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, gemv2T_kernel_val, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_1010","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31968,0,31968,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1011","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30815,0,30815,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1012","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,34080,0,34080,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1013","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30624,0,30624,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1014","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,35392,0,35392,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1015","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30784,0,30784,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1016","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,38016,0,38016,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1017","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30528,0,30528,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1018","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,40384,0,40384,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1019","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30529,0,30529,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_102","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,27776,0,27776,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1020","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,42560,0,42560,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1021","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30688,0,30688,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1022","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,44448,0,44448,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1023","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30560,0,30560,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1024","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,45824,0,45824,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1025","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30624,0,30624,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1026","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,48448,0,48448,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1027","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30464,0,30464,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1028","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,50336,0,50336,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1029","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30592,0,30592,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_103","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,822624,14752,807872,1.8,13,1,"Kernel",12,"ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, gemv2T_kernel_val, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_1030","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,52704,0,52704,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1031","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30624,0,30624,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1032","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,54304,0,54304,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1033","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30528,0,30528,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1034","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,57472,0,57472,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1035","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31009,0,31009,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1036","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,59520,0,59520,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1037","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30496,0,30496,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1038","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,60799,0,60799,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1039","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30624,0,30624,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_104","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,27264,0,27264,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1040","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,63552,0,63552,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1041","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30432,0,30432,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1042","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,65376,0,65376,0.0,1,0,"",1,"implicit_convolve_sgemm"
"CONV2D_1043","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,30527,0,30527,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_1044","/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,67136,0,67136,0.0,1,0,"",1,"implicit_convolve_sgemm"
