Iteration Report
Iteration,Op ID,Op Name,Direction,Op Type,Kernel Name,Device ID,GPU Start Time (ns),GPU Duration (ns),API Call Start (ns),API Call Time (ns),Uses TC,Grid X,Grid Y,Grid Z,Block X,Block Y,Block Z,Data Types,Input Shapes,Parameters,Output Shapes,Long Kernel Name
0,"LINEAR_1","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",0,13905687964,3680,13905662948,26470,no,1,1,1,64,1,1,float32,"<N:11, K:1024>; <M:7, K:1024>; <7>","","<N:11, M:7>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"LINEAR_2","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/Linear::forward/linear",fprop,"linear","ampere_sgemm_32x32_sliced1x4_tn",3,14376747814,5280,14376736514,10980,no,1,1,16,128,1,1,float32,"<N:10, K:1024>; <M:7, K:1024>; <7>","","<N:10, M:7>","ampere_sgemm_32x32_sliced1x4_tn"
0,"LINEAR_2","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/Linear::forward/linear",fprop,"linear","splitKreduce_kernel",3,14376759270,4064,14376749804,8740,no,1,1,1,32,16,1,float32,"<N:10, K:1024>; <M:7, K:1024>; <7>","","<N:10, M:7>","void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, const T1 *, T4 *, void *, long, T3 *, int *)"
0,"LINEAR_2","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",3,14375952902,3648,14375939161,13630,no,1,1,1,64,1,1,float32,"<N:10, K:1024>; <M:7, K:1024>; <7>","","<N:10, M:7>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"LINEAR_3","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","ampere_sgemm_32x32_sliced1x4_tn",3,14861495922,5792,14861485860,10670,no,2,1,16,128,1,1,float32,"<N:10, K:1024>; <M:64, K:1024>; <64>","","<N:10, M:64>","ampere_sgemm_32x32_sliced1x4_tn"
0,"LINEAR_3","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","splitKreduce_kernel",3,14861508594,3168,14861499199,8900,no,2,1,1,32,16,1,float32,"<N:10, K:1024>; <M:64, K:1024>; <64>","","<N:10, M:64>","void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, const T1 *, T4 *, void *, long, T3 *, int *)"
0,"LINEAR_3","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",3,14861421938,3648,14861406820,15450,no,3,1,1,64,1,1,float32,"<N:10, K:1024>; <M:64, K:1024>; <64>","","<N:10, M:64>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"LINEAR_5","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","ampere_sgemm_32x32_sliced1x4_tn",0,14868385907,6593,14868375329,11110,no,2,1,16,128,1,1,float32,"<N:11, K:1024>; <M:64, K:1024>; <64>","","<N:11, M:64>","ampere_sgemm_32x32_sliced1x4_tn"
0,"LINEAR_5","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","splitKreduce_kernel",0,14868400243,3681,14868389959,10380,no,2,1,1,32,16,1,float32,"<N:11, K:1024>; <M:64, K:1024>; <64>","","<N:11, M:64>","void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, const T1 *, T4 *, void *, long, T3 *, int *)"
0,"LINEAR_5","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",0,14868321395,4064,14868303740,18440,no,3,1,1,64,1,1,float32,"<N:11, K:1024>; <M:64, K:1024>; <64>","","<N:11, M:64>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"RELU_126","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[2]/ReLU::forward/relu",fprop,"relu","vectorized_elementwise_kernel",0,13903279825,5632,13903263159,17270,no,2816,1,1,64,1,1,float32,"<11, 1024, 8, 8>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"RELU_242","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[2]/ReLU::forward/relu",fprop,"relu","vectorized_elementwise_kernel",3,14375196902,4608,14375185517,10460,no,2560,1,1,64,1,1,float32,"<10, 1024, 8, 8>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"RELU_482","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[8]/ReLU::forward/relu",fprop,"relu","vectorized_elementwise_kernel",3,14862479089,2305,14862465261,13580,no,3,1,1,64,1,1,float32,"<10, 64>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"RELU_484","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[8]/ReLU::forward/relu",fprop,"relu","vectorized_elementwise_kernel",0,14868900662,2592,14868889575,10570,no,3,1,1,64,1,1,float32,"<11, 64>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_gcgemm_64x32_tn",3,13964614418,969472,13961806417,9899,no,2,1,2112,128,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","ampere_gcgemm_64x32_tn"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_gcgemm_64x64_nt",3,13966081714,176480,13965938020,9940,no,10,2,17,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","ampere_gcgemm_64x64_nt"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_gcgemm_64x64_nt",3,13966202546,204096,13965981030,6130,no,10,2,17,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","ampere_gcgemm_64x64_nt"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_scudnn_128x128_relu_interior_nn_v1",3,13960790931,178304,13960780876,9339,no,320,1,1,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","ampere_scudnn_128x128_relu_interior_nn_v1"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_scudnn_128x128_relu_interior_nn_v1",3,13969207090,178496,13969197672,7210,no,320,1,1,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","ampere_scudnn_128x128_relu_interior_nn_v1"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",3,13960763955,3200,13960751166,25990,no,17,1,1,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void cask_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask_cudnn::ComputeOffsetsParams)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",3,13969198162,3360,13969179002,16670,no,17,1,1,256,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void cask_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask_cudnn::ComputeOffsetsParams)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","explicit_convolve_sgemm",3,13961246739,321920,13961082073,9810,no,1280,4,1,8,8,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void explicit_convolve_sgemm<float, int, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)0, (bool)0>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, unsigned long long, int, unsigned long long, int, float, float, int, bool, const T1 *, const T1 *)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_c2r_32",3,13966337746,56064,13965951540,8420,no,2560,1,1,32,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft1d_c2r_32<float2, float, float, (bool)0, (bool)1, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int, T2, T2, T3 *, T3 *)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_c2r_32",3,13966408434,36672,13965988660,5910,no,2560,1,1,32,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft1d_c2r_32<float2, float, float, (bool)0, (bool)1, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int, T2, T2, T3 *, T3 *)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",3,13965898226,19744,13965880771,18860,no,1024,1,1,32,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",3,13965915826,97344,13965905491,9350,no,5120,1,1,32,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft1d_r2c_32",3,13965997650,106560,13965961020,8080,no,5120,1,1,32,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft1d_r2c_32<float, float, float2, (bool)0, (bool)0>(T3 *, const T1 *, int, int3, int3, int2, int2)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_64x64",3,13965652658,69984,13961828506,8880,no,1280,1,1,128,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft2d_c2r_64x64<float, (bool)0, (bool)1>(T1 *, float2 *, int, int, int, int, int, int, int, int, int, int, float, float, int, T1 *, T1 *)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_64x64",3,13961836179,901472,13961696667,11140,no,256,128,1,128,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft2d_r2c_64x64<float, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_64x64",3,13961722483,139519,13961708867,8140,no,256,10,1,128,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void fft2d_r2c_64x64<float, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_134","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","flip_filter",3,13961694291,29984,13961683358,11130,no,128,256,1,1,1,1,float32,"<N:10, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:10, K:128, P:64, Q:64>","void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
